"rt","stimulus","response","trial_type","trial_index","plugin_version","time_elapsed","target_group","target_index","condition_label","correct","choices","correct_choice","trial_duration","flip_timestamps","response_ends_trial","number_of_apertures","number_of_dots","number_of_sets","coherent_direction","coherence","opposite_coherence","dot_radius","dot_side_length","dot_life","move_distance","aperture_width","aperture_height","dot_color","dot_shape","background_color","RDK_type","aperture_type","reinsert_type","frame_rate","frame_rate_array","number_of_frames","aperture_center_x","aperture_center_y","fixation_cross","fixation_cross_width","fixation_cross_height","fixation_cross_color","fixation_cross_thickness","border","border_thickness","border_color","canvas_width","canvas_height","target_direction","distractor_direction","response_angle_css","response_angle_rdk","angular_error","reward_points","rotation_angle","key_press"
"null","<div class=""fixation"" style=""font-size: 60px;"">+</div>","null","html-keyboard-response","99","2.1.0","271733","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-1","","","rdk","100","2.0.0","273738","white","1","W_H_vs_B_L_rep9","false","ALL_KEYS","[""a""]","2000","[]","false","2","[100,100]","1","[47,117]","1","0","2","1","-1","1","300","300","[""black"",""white""]","circle","#AAA","3","2","2","16.96638655462185","[22,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,16,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,16,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17]","119","735","461.5","true","15","15","#111","1","true","2","transparent","1470","923","117","47","","","","","",""
"2598","
        <div class=""response-container"">
          <div class=""response-instruction"">
            <p>rotate the bar by using the left and right arrow keys.</p>
            <p>when you are determined, press the Enter key.</p>
          </div>
          <div class=""response-circle"">
            <div class=""response-fixation""></div>
            <div id=""bar"" class=""rotating-bar""></div>
          </div>
        </div>
      ","Enter","html-keyboard-response","101","2.1.0","276337","white","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117","","-44","134","17","6","338",""
"null","
          <p style=""color: #00FF00;"">Your reward: 6 points</p>
        ","null","html-keyboard-response","102","2.1.0","278339","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div class=""fixation"" style=""font-size: 60px;"">+</div>","null","html-keyboard-response","103","2.1.0","279341","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-1","","","rdk","104","2.0.0","281345","white","0","W_H_vs_B_L_rep3","false","ALL_KEYS","[""a""]","2000","[]","false","2","[100,100]","1","[111,33]","1","0","2","1","-1","1","300","300","[""white"",""black""]","circle","#AAA","3","2","2","16.916666666666668","[14,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,16,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17]","120","735","461.5","true","15","15","#111","1","true","2","transparent","1470","923","111","33","","","","","",""
"3422","
        <div class=""response-container"">
          <div class=""response-instruction"">
            <p>rotate the bar by using the left and right arrow keys.</p>
            <p>when you are determined, press the Enter key.</p>
          </div>
          <div class=""response-circle"">
            <div class=""response-fixation""></div>
            <div id=""bar"" class=""rotating-bar""></div>
          </div>
        </div>
      ","Enter","html-keyboard-response","105","2.1.0","284768","white","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111","","447","3","-30","0","338",""
"null","
          <p style=""color: #FF3333;"">Your reward: 0 points</p>
        ","null","html-keyboard-response","106","2.1.0","286770","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div class=""fixation"" style=""font-size: 60px;"">+</div>","null","html-keyboard-response","107","2.1.0","287772","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-1","","","rdk","108","2.0.0","289775","white","1","W_H_vs_B_L_rep15","false","ALL_KEYS","[""a""]","2000","[]","false","2","[100,100]","1","[35,106]","1","0","2","1","-1","1","300","300","[""black"",""white""]","circle","#AAA","3","2","2","16.916666666666668","[16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,16,17,17,16,18,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,16,16,17,17,17,17]","120","735","461.5","true","15","15","#111","1","true","2","transparent","1470","923","106","35","","","","","",""
"986","
        <div class=""response-container"">
          <div class=""response-instruction"">
            <p>rotate the bar by using the left and right arrow keys.</p>
            <p>when you are determined, press the Enter key.</p>
          </div>
          <div class=""response-circle"">
            <div class=""response-fixation""></div>
            <div id=""bar"" class=""rotating-bar""></div>
          </div>
        </div>
      ","Enter","html-keyboard-response","109","2.1.0","290762","white","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106","","325","125","19","5","338",""
"null","
          <p style=""color: #00FF00;"">Your reward: 5 points</p>
        ","null","html-keyboard-response","110","2.1.0","292765","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div class=""fixation"" style=""font-size: 60px;"">+</div>","null","html-keyboard-response","111","2.1.0","293768","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-1","","","rdk","112","2.0.0","295773","white","0","W_H_vs_B_L_rep4","false","ALL_KEYS","[""a""]","2000","[]","false","2","[100,100]","1","[127,40]","1","0","2","1","-1","1","300","300","[""white"",""black""]","circle","#AAA","3","2","2","16.941176470588236","[20,17,17,17,16,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,16,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,18,17,17,17,17,17,16,18,16,18,16,17,18,17,17,16,18,17,17,17,17,15,17,18,16,17,17,16,17,16,17,16,18,17,15,18,17,17,16]","119","735","461.5","true","15","15","#111","1","true","2","transparent","1470","923","127","40","","","","","",""
"4894","
        <div class=""response-container"">
          <div class=""response-instruction"">
            <p>rotate the bar by using the left and right arrow keys.</p>
            <p>when you are determined, press the Enter key.</p>
          </div>
          <div class=""response-circle"">
            <div class=""response-fixation""></div>
            <div id=""bar"" class=""rotating-bar""></div>
          </div>
        </div>
      ","Enter","html-keyboard-response","113","2.1.0","300669","white","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127","","-37","127","0","10","338",""
"null","
          <p style=""color: #00FF00;"">Your reward: 10 points</p>
        ","null","html-keyboard-response","114","2.1.0","302671","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div class=""fixation"" style=""font-size: 60px;"">+</div>","null","html-keyboard-response","115","2.1.0","303674","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-1","","","rdk","116","2.0.0","305679","black","1","B_H_vs_W_L_rep10","false","ALL_KEYS","[""a""]","2000","[]","false","2","[100,100]","1","[306,230]","1","0","2","1","-1","1","300","300","[""white"",""black""]","circle","#AAA","3","2","2","16.933333333333334","[14,17,17,17,17,17,17,17,17,17,17,17,17,16,18,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,16,18,17,17,17,17,16,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,16,17,17,17,17,17,17,16,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,18,17,16]","120","735","461.5","true","15","15","#111","1","true","2","transparent","1470","923","230","306","","","","","",""
"1073","
        <div class=""response-container"">
          <div class=""response-instruction"">
            <p>rotate the bar by using the left and right arrow keys.</p>
            <p>when you are determined, press the Enter key.</p>
          </div>
          <div class=""response-circle"">
            <div class=""response-fixation""></div>
            <div id=""bar"" class=""rotating-bar""></div>
          </div>
        </div>
      ","Enter","html-keyboard-response","117","2.1.0","306753","black","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","230","","233","217","-13","7","338",""
"null","
          <p style=""color: #00FF00;"">Your reward: 7 points</p>
        ","null","html-keyboard-response","118","2.1.0","308756","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div class=""fixation"" style=""font-size: 60px;"">+</div>","null","html-keyboard-response","119","2.1.0","309758","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-1","","","rdk","120","2.0.0","311760","black","0","B_H_vs_W_L_rep14","false","ALL_KEYS","[""a""]","2000","[]","false","2","[100,100]","1","[225,287]","1","0","2","1","-1","1","300","300","[""black"",""white""]","circle","#AAA","3","2","2","16.933333333333334","[16,17,16,17,18,17,17,16,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,18,17,17,17,17,17,17,17,16,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,16,17,17,17,17,17,17,16,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17]","120","735","461.5","true","15","15","#111","1","true","2","transparent","1470","923","225","287","","","","","",""
"2834","
        <div class=""response-container"">
          <div class=""response-instruction"">
            <p>rotate the bar by using the left and right arrow keys.</p>
            <p>when you are determined, press the Enter key.</p>
          </div>
          <div class=""response-circle"">
            <div class=""response-fixation""></div>
            <div id=""bar"" class=""rotating-bar""></div>
          </div>
        </div>
      ","Enter","html-keyboard-response","121","2.1.0","314595","black","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","225","","239","211","-14","6","338",""
"null","
          <p style=""color: #00FF00;"">Your reward: 6 points</p>
        ","null","html-keyboard-response","122","2.1.0","316597","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div class=""fixation"" style=""font-size: 60px;"">+</div>","null","html-keyboard-response","123","2.1.0","317599","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-1","","","rdk","124","2.0.0","319602","black","1","B_H_vs_W_L_rep8","false","ALL_KEYS","[""a""]","2000","[]","false","2","[100,100]","1","[305,233]","1","0","2","1","-1","1","300","300","[""white"",""black""]","circle","#AAA","3","2","2","17.016806722689076","[24,17,17,16,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,18,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,16,18,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,16,17,17,17,17,17,17,16,18,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17]","119","735","461.5","true","15","15","#111","1","true","2","transparent","1470","923","233","305","","","","","",""
"1007","
        <div class=""response-container"">
          <div class=""response-instruction"">
            <p>rotate the bar by using the left and right arrow keys.</p>
            <p>when you are determined, press the Enter key.</p>
          </div>
          <div class=""response-circle"">
            <div class=""response-fixation""></div>
            <div id=""bar"" class=""rotating-bar""></div>
          </div>
        </div>
      ","Enter","html-keyboard-response","125","2.1.0","320610","black","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","233","","230","220","-13","7","338",""
"null","
          <p style=""color: #00FF00;"">Your reward: 7 points</p>
        ","null","html-keyboard-response","126","2.1.0","322613","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div class=""fixation"" style=""font-size: 60px;"">+</div>","null","html-keyboard-response","127","2.1.0","323615","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-1","","","rdk","128","2.0.0","325620","black","1","B_H_vs_W_L_rep2","false","ALL_KEYS","[""a""]","2000","[]","false","2","[100,100]","1","[295,232]","1","0","2","1","-1","1","300","300","[""white"",""black""]","circle","#AAA","3","2","2","16.95798319327731","[24,17,17,17,17,16,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,16,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,16,17,15,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,15]","119","735","461.5","true","15","15","#111","1","true","2","transparent","1470","923","232","295","","","","","",""
"2126","
        <div class=""response-container"">
          <div class=""response-instruction"">
            <p>rotate the bar by using the left and right arrow keys.</p>
            <p>when you are determined, press the Enter key.</p>
          </div>
          <div class=""response-circle"">
            <div class=""response-fixation""></div>
            <div id=""bar"" class=""rotating-bar""></div>
          </div>
        </div>
      ","Enter","html-keyboard-response","129","2.1.0","327747","black","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","232","","247","203","-29","3","338",""
"null","
          <p style=""color: #00FF00;"">Your reward: 3 points</p>
        ","null","html-keyboard-response","130","2.1.0","329749","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div class=""fixation"" style=""font-size: 60px;"">+</div>","null","html-keyboard-response","131","2.1.0","330751","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-1","","","rdk","132","2.0.0","332756","black","0","B_H_vs_W_L_rep13","false","ALL_KEYS","[""a""]","2000","[]","false","2","[100,100]","1","[216,301]","1","0","2","1","-1","1","300","300","[""black"",""white""]","circle","#AAA","3","2","2","16.932773109243698","[21,16,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,16,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,18,17,17,17,17,17,16,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,18,17,17,17,16,17,17,17,17,17,17,17,16,17,17,17,17,17,16,17,16,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17]","119","735","461.5","true","15","15","#111","1","true","2","transparent","1470","923","216","301","","","","","",""
"608","
        <div class=""response-container"">
          <div class=""response-instruction"">
            <p>rotate the bar by using the left and right arrow keys.</p>
            <p>when you are determined, press the Enter key.</p>
          </div>
          <div class=""response-circle"">
            <div class=""response-fixation""></div>
            <div id=""bar"" class=""rotating-bar""></div>
          </div>
        </div>
      ","Enter","html-keyboard-response","133","2.1.0","333365","black","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","216","","222","228","12","7","338",""
"null","
          <p style=""color: #00FF00;"">Your reward: 7 points</p>
        ","null","html-keyboard-response","134","2.1.0","335367","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div class=""fixation"" style=""font-size: 60px;"">+</div>","null","html-keyboard-response","135","2.1.0","336370","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-1","","","rdk","136","2.0.0","338375","white","0","W_H_vs_B_L_rep12","false","ALL_KEYS","[""a""]","2000","[]","false","2","[100,100]","1","[107,40]","1","0","2","1","-1","1","300","300","[""white"",""black""]","circle","#AAA","3","2","2","16.983193277310924","[18,17,17,18,17,17,17,17,17,16,18,16,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,16,18,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,16,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,18,17,17,17,17,17,17,16,18,17,17,17,17,17,17,17,17,17,17,17,17]","119","735","461.5","true","15","15","#111","1","true","2","transparent","1470","923","107","40","","","","","",""
"6080","
        <div class=""response-container"">
          <div class=""response-instruction"">
            <p>rotate the bar by using the left and right arrow keys.</p>
            <p>when you are determined, press the Enter key.</p>
          </div>
          <div class=""response-circle"">
            <div class=""response-fixation""></div>
            <div id=""bar"" class=""rotating-bar""></div>
          </div>
        </div>
      ","Enter","html-keyboard-response","137","2.1.0","344456","white","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107","","97","353","-47","0","338",""
"null","
          <p style=""color: #FF3333;"">Your reward: 0 points</p>
        ","null","html-keyboard-response","138","2.1.0","346459","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div class=""fixation"" style=""font-size: 60px;"">+</div>","null","html-keyboard-response","139","2.1.0","347462","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-1","","","rdk","140","2.0.0","349466","white","0","W_H_vs_B_L_rep1","false","ALL_KEYS","[""a""]","2000","[]","false","2","[100,100]","1","[122,40]","1","0","2","1","-1","1","300","300","[""white"",""black""]","circle","#AAA","3","2","2","16.85","[10,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,16,17,17,16,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,18,17,17,17,17,17,16,17,16,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,15,17,17,16,17,17,16,17,17,17,17,17,16,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17]","120","735","461.5","true","15","15","#111","1","true","2","transparent","1470","923","122","40","","","","","",""
"3838","
        <div class=""response-container"">
          <div class=""response-instruction"">
            <p>rotate the bar by using the left and right arrow keys.</p>
            <p>when you are determined, press the Enter key.</p>
          </div>
          <div class=""response-circle"">
            <div class=""response-fixation""></div>
            <div id=""bar"" class=""rotating-bar""></div>
          </div>
        </div>
      ","Enter","html-keyboard-response","141","2.1.0","353305","white","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122","","-60","150","28","3","338",""
"null","
          <p style=""color: #00FF00;"">Your reward: 3 points</p>
        ","null","html-keyboard-response","142","2.1.0","355307","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1815","","","html-keyboard-response","143","2.1.0","387126","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ArrowRight"
"null","<div class=""fixation"" style=""font-size: 60px;"">+</div>","null","html-keyboard-response","144","2.1.0","388129","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-1","","","rdk","145","2.0.0","390133","white","0","W_H_vs_B_L_rep8","false","ALL_KEYS","[""a""]","2000","[]","false","2","[100,100]","1","[17,315]","1","0","2","1","-1","1","300","300","[""white"",""black""]","circle","#AAA","3","2","2","16.85","[10,17,17,17,16,17,16,18,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,16,17,16,17,17,16,17,17,17,17,17,17,16,17,16,18,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,18,16,17,17,17,17,17]","120","735","461.5","true","15","15","#111","1","true","2","transparent","1470","923","17","315","","","","","",""
"2826","
        <div class=""response-container"">
          <div class=""response-instruction"">
            <p>rotate the bar by using the left and right arrow keys.</p>
            <p>when you are determined, press the Enter key.</p>
          </div>
          <div class=""response-circle"">
            <div class=""response-fixation""></div>
            <div id=""bar"" class=""rotating-bar""></div>
          </div>
        </div>
      ","Enter","html-keyboard-response","146","2.1.0","392960","white","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","","163","287","-28","0","338",""
"null","
          <p style=""color: #FF3333;"">Your reward: 0 points</p>
        ","null","html-keyboard-response","147","2.1.0","394962","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div class=""fixation"" style=""font-size: 60px;"">+</div>","null","html-keyboard-response","148","2.1.0","395965","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-1","","","rdk","149","2.0.0","397969","white","1","W_H_vs_B_L_rep16","false","ALL_KEYS","[""a""]","2000","[]","false","2","[100,100]","1","[317,15]","1","0","2","1","-1","1","300","300","[""black"",""white""]","circle","#AAA","3","2","2","16.983193277310924","[24,17,17,17,16,17,17,17,17,17,16,18,17,17,17,17,16,16,17,17,17,17,17,17,17,17,16,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17]","119","735","461.5","true","15","15","#111","1","true","2","transparent","1470","923","15","317","","","","","",""
"1718","
        <div class=""response-container"">
          <div class=""response-instruction"">
            <p>rotate the bar by using the left and right arrow keys.</p>
            <p>when you are determined, press the Enter key.</p>
          </div>
          <div class=""response-circle"">
            <div class=""response-fixation""></div>
            <div id=""bar"" class=""rotating-bar""></div>
          </div>
        </div>
      ","Enter","html-keyboard-response","150","2.1.0","399687","white","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","","174","276","-41","0","338",""
"null","
          <p style=""color: #FF3333;"">Your reward: 0 points</p>
        ","null","html-keyboard-response","151","2.1.0","401690","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div class=""fixation"" style=""font-size: 60px;"">+</div>","null","html-keyboard-response","152","2.1.0","402692","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-1","","","rdk","153","2.0.0","404703","black","1","B_H_vs_W_L_rep5","false","ALL_KEYS","[""a""]","2000","[]","false","2","[100,100]","1","[199,124]","1","0","2","1","-1","1","300","300","[""white"",""black""]","circle","#AAA","3","2","2","16.833333333333332","[7,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,16,17,17,17,16,17,16,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,18,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,16,17,17,17,17,16,18,16,17,17,17,17,17]","120","735","461.5","true","15","15","#111","1","true","2","transparent","1470","923","124","199","","","","","",""
"1664","
        <div class=""response-container"">
          <div class=""response-instruction"">
            <p>rotate the bar by using the left and right arrow keys.</p>
            <p>when you are determined, press the Enter key.</p>
          </div>
          <div class=""response-circle"">
            <div class=""response-fixation""></div>
            <div id=""bar"" class=""rotating-bar""></div>
          </div>
        </div>
      ","Enter","html-keyboard-response","154","2.1.0","406368","black","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124","","5","85","-39","1","338",""
"null","
          <p style=""color: #FF3333;"">Your reward: 1 points</p>
        ","null","html-keyboard-response","155","2.1.0","408370","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div class=""fixation"" style=""font-size: 60px;"">+</div>","null","html-keyboard-response","156","2.1.0","409373","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-1","","","rdk","157","2.0.0","411377","white","0","W_H_vs_B_L_rep13","false","ALL_KEYS","[""a""]","2000","[]","false","2","[100,100]","1","[26,301]","1","0","2","1","-1","1","300","300","[""white"",""black""]","circle","#AAA","3","2","2","16.925","[15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,18,17]","120","735","461.5","true","15","15","#111","1","true","2","transparent","1470","923","26","301","","","","","",""
"2782","
        <div class=""response-container"">
          <div class=""response-instruction"">
            <p>rotate the bar by using the left and right arrow keys.</p>
            <p>when you are determined, press the Enter key.</p>
          </div>
          <div class=""response-circle"">
            <div class=""response-fixation""></div>
            <div id=""bar"" class=""rotating-bar""></div>
          </div>
        </div>
      ","Enter","html-keyboard-response","158","2.1.0","414160","white","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","","88","2","-24","4","338",""
"null","
          <p style=""color: #00FF00;"">Your reward: 4 points</p>
        ","null","html-keyboard-response","159","2.1.0","416162","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div class=""fixation"" style=""font-size: 60px;"">+</div>","null","html-keyboard-response","160","2.1.0","417164","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-1","","","rdk","161","2.0.0","419166","black","0","B_H_vs_W_L_rep11","false","ALL_KEYS","[""a""]","2000","[]","false","2","[100,100]","1","[125,202]","1","0","2","1","-1","1","300","300","[""black"",""white""]","circle","#AAA","3","2","2","16.891666666666666","[9,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,18,17,17,17,17,17,17,16,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,18,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,16,17,17,17,17,17,17]","120","735","461.5","true","15","15","#111","1","true","2","transparent","1470","923","125","202","","","","","",""
