"rt","stimulus","response","trial_type","trial_index","plugin_version","time_elapsed","target_group","target_index","condition_label","correct","choices","correct_choice","trial_duration","flip_timestamps","response_ends_trial","number_of_apertures","number_of_dots","number_of_sets","coherent_direction","coherence","opposite_coherence","dot_radius","dot_side_length","dot_life","move_distance","aperture_width","aperture_height","dot_color","dot_shape","background_color","RDK_type","aperture_type","reinsert_type","frame_rate","frame_rate_array","number_of_frames","aperture_center_x","aperture_center_y","fixation_cross","fixation_cross_width","fixation_cross_height","fixation_cross_color","fixation_cross_thickness","border","border_thickness","border_color","canvas_width","canvas_height","target_direction","distractor_direction","response_angle_css","response_angle_rdk","angular_error","reward_points","rotation_angle","key_press"
"null","<div class=""fixation"" style=""font-size: 60px;"">+</div>","null","html-keyboard-response","10","2.1.0","222443","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-1","","","rdk","11","2.0.0","224447","black","1","B_H_vs_W_L","false","ALL_KEYS","[""a""]","2000","[]","false","2","[50,100]","1","[270,180]","1","0","2","1","-1","1","300","300","[""white"",""black""]","circle","#AAA","3","2","2","16.9","[13,17,17,17,16,17,16,17,17,17,17,17,16,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17]","120","735","461.5","true","15","15","#111","1","true","2","transparent","1470","923","180","270","","","","","",""
"3507","
        <div class=""response-container"">
          <div class=""response-instruction"">
            <p>rotate the bar by using the left and right arrow keys.</p>
            <p>when you are determined, press the Enter key.</p>
          </div>
          <div class=""response-circle"">
            <div class=""response-fixation""></div>
            <div id=""bar"" class=""rotating-bar""></div>
          </div>
        </div>
      ","Enter","html-keyboard-response","12","2.1.0","227956","black","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","180","","285","165","-15","6","59",""
"null","
          <p style=""color: #00FF00;"">Your reward: 6 points</p>
        ","null","html-keyboard-response","13","2.1.0","229959","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12674","
        <div class=""instructions-container"">
          <h2>End of Practice</h2>
          <p>You have completed the practice trials.</p>
          <p>Press <strong>Enter</strong> key to begin the main experiment.</p>
        </div>
      ","Enter","html-keyboard-response","14","2.1.0","242634","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div class=""fixation"" style=""font-size: 60px;"">+</div>","null","html-keyboard-response","15","2.1.0","243637","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-1","","","rdk","16","2.0.0","245642","black","0","B_H_vs_W_L_rep7","false","ALL_KEYS","[""a""]","2000","[]","false","2","[100,100]","1","[160,249]","1","0","2","1","-1","1","300","300","[""black"",""white""]","circle","#AAA","3","2","2","16.949579831932773","[19,17,16,17,17,16,17,17,16,18,16,18,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,16,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17]","119","735","461.5","true","15","15","#111","1","true","2","transparent","1470","923","160","249","","","","","",""
"1538","
        <div class=""response-container"">
          <div class=""response-instruction"">
            <p>rotate the bar by using the left and right arrow keys.</p>
            <p>when you are determined, press the Enter key.</p>
          </div>
          <div class=""response-circle"">
            <div class=""response-fixation""></div>
            <div id=""bar"" class=""rotating-bar""></div>
          </div>
        </div>
      ","Enter","html-keyboard-response","17","2.1.0","247181","black","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","160","","328","122","-38","1","59",""
"null","
          <p style=""color: #FF3333;"">Your reward: 1 points</p>
        ","null","html-keyboard-response","18","2.1.0","249183","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div class=""fixation"" style=""font-size: 60px;"">+</div>","null","html-keyboard-response","19","2.1.0","250186","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-1","","","rdk","20","2.0.0","252191","white","0","W_H_vs_B_L_rep9","false","ALL_KEYS","[""a""]","2000","[]","false","2","[100,100]","1","[82,4]","1","0","2","1","-1","1","300","300","[""white"",""black""]","circle","#AAA","3","2","2","16.949579831932773","[20,16,18,16,17,17,17,17,17,17,17,17,17,17,17,16,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,16,18,17,17,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,16,17,17,17,17,17,17,16,17]","119","735","461.5","true","15","15","#111","1","true","2","transparent","1470","923","82","4","","","","","",""
"6582","
        <div class=""response-container"">
          <div class=""response-instruction"">
            <p>rotate the bar by using the left and right arrow keys.</p>
            <p>when you are determined, press the Enter key.</p>
          </div>
          <div class=""response-circle"">
            <div class=""response-fixation""></div>
            <div id=""bar"" class=""rotating-bar""></div>
          </div>
        </div>
      ","Enter","html-keyboard-response","21","2.1.0","258774","white","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","","18","72","-10","7","59",""
"null","
          <p style=""color: #00FF00;"">Your reward: 7 points</p>
        ","null","html-keyboard-response","22","2.1.0","260776","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div class=""fixation"" style=""font-size: 60px;"">+</div>","null","html-keyboard-response","23","2.1.0","261779","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-1","","","rdk","24","2.0.0","263783","black","0","B_H_vs_W_L_rep1","false","ALL_KEYS","[""a""]","2000","[]","false","2","[100,100]","1","[171,247]","1","0","2","1","-1","1","300","300","[""black"",""white""]","circle","#AAA","3","2","2","16.891666666666666","[11,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,18,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,16,17,17,17,17,17,16,18,17,17,17,17,17,17,17,17,17,17,16,17,17,17,16,17,17,17,17,17,17,17,17,17]","120","735","461.5","true","15","15","#111","1","true","2","transparent","1470","923","171","247","","","","","",""
"6541","
        <div class=""response-container"">
          <div class=""response-instruction"">
            <p>rotate the bar by using the left and right arrow keys.</p>
            <p>when you are determined, press the Enter key.</p>
          </div>
          <div class=""response-circle"">
            <div class=""response-fixation""></div>
            <div id=""bar"" class=""rotating-bar""></div>
          </div>
        </div>
      ","Enter","html-keyboard-response","25","2.1.0","270325","black","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","171","","293","157","-14","6","59",""
"null","
          <p style=""color: #00FF00;"">Your reward: 6 points</p>
        ","null","html-keyboard-response","26","2.1.0","272328","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div class=""fixation"" style=""font-size: 60px;"">+</div>","null","html-keyboard-response","27","2.1.0","273330","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-1","","","rdk","28","2.0.0","275334","white","1","W_H_vs_B_L_rep13","false","ALL_KEYS","[""a""]","2000","[]","false","2","[100,100]","1","[340,53]","1","0","2","1","-1","1","300","300","[""black"",""white""]","circle","#AAA","3","2","2","16.808333333333334","[7,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,16,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,16,17,17,17,16,17,17,17,17,17,16,17,17,17,17,17,17,17,16,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,16]","120","735","461.5","true","15","15","#111","1","true","2","transparent","1470","923","53","340","","","","","",""
"3596","
        <div class=""response-container"">
          <div class=""response-instruction"">
            <p>rotate the bar by using the left and right arrow keys.</p>
            <p>when you are determined, press the Enter key.</p>
          </div>
          <div class=""response-circle"">
            <div class=""response-fixation""></div>
            <div id=""bar"" class=""rotating-bar""></div>
          </div>
        </div>
      ","Enter","html-keyboard-response","29","2.1.0","278931","white","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53","","56","34","-19","5","59",""
"null","
          <p style=""color: #00FF00;"">Your reward: 5 points</p>
        ","null","html-keyboard-response","30","2.1.0","280934","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div class=""fixation"" style=""font-size: 60px;"">+</div>","null","html-keyboard-response","31","2.1.0","281937","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-1","","","rdk","32","2.0.0","283941","white","0","W_H_vs_B_L_rep5","false","ALL_KEYS","[""a""]","2000","[]","false","2","[100,100]","1","[88,4]","1","0","2","1","-1","1","300","300","[""white"",""black""]","circle","#AAA","3","2","2","16.96638655462185","[19,17,17,17,16,17,17,17,17,17,17,17,16,17,17,17,17,17,16,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17]","119","735","461.5","true","15","15","#111","1","true","2","transparent","1470","923","88","4","","","","","",""
"1926","
        <div class=""response-container"">
          <div class=""response-instruction"">
            <p>rotate the bar by using the left and right arrow keys.</p>
            <p>when you are determined, press the Enter key.</p>
          </div>
          <div class=""response-circle"">
            <div class=""response-fixation""></div>
            <div id=""bar"" class=""rotating-bar""></div>
          </div>
        </div>
      ","Enter","html-keyboard-response","33","2.1.0","285868","white","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88","","92","358","-6","0","59",""
"null","
          <p style=""color: #FF3333;"">Your reward: 0 points</p>
        ","null","html-keyboard-response","34","2.1.0","287871","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div class=""fixation"" style=""font-size: 60px;"">+</div>","null","html-keyboard-response","35","2.1.0","288873","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-1","","","rdk","36","2.0.0","290876","black","0","B_H_vs_W_L_rep3","false","ALL_KEYS","[""a""]","2000","[]","false","2","[100,100]","1","[176,254]","1","0","2","1","-1","1","300","300","[""black"",""white""]","circle","#AAA","3","2","2","16.966666666666665","[16,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,18,17,17,17,17,17,17,17,17,17,17,17,16,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,18,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,18,17,16,17,17,17,17,17]","120","735","461.5","true","15","15","#111","1","true","2","transparent","1470","923","176","254","","","","","",""
"4607","
        <div class=""response-container"">
          <div class=""response-instruction"">
            <p>rotate the bar by using the left and right arrow keys.</p>
            <p>when you are determined, press the Enter key.</p>
          </div>
          <div class=""response-circle"">
            <div class=""response-fixation""></div>
            <div id=""bar"" class=""rotating-bar""></div>
          </div>
        </div>
      ","Enter","html-keyboard-response","37","2.1.0","295484","black","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","176","","-80","170","-6","8","59",""
"null","
          <p style=""color: #00FF00;"">Your reward: 8 points</p>
        ","null","html-keyboard-response","38","2.1.0","297487","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div class=""fixation"" style=""font-size: 60px;"">+</div>","null","html-keyboard-response","39","2.1.0","298489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-1","","","rdk","40","2.0.0","300493","white","1","W_H_vs_B_L_rep7","false","ALL_KEYS","[""a""]","2000","[]","false","2","[100,100]","1","[7,72]","1","0","2","1","-1","1","300","300","[""black"",""white""]","circle","#AAA","3","2","2","16.941666666666666","[16,17,17,16,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,18,17,17,16,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17]","120","735","461.5","true","15","15","#111","1","true","2","transparent","1470","923","72","7","","","","","",""
"2793","
        <div class=""response-container"">
          <div class=""response-instruction"">
            <p>rotate the bar by using the left and right arrow keys.</p>
            <p>when you are determined, press the Enter key.</p>
          </div>
          <div class=""response-circle"">
            <div class=""response-fixation""></div>
            <div id=""bar"" class=""rotating-bar""></div>
          </div>
        </div>
      ","Enter","html-keyboard-response","41","2.1.0","303288","white","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72","","381","69","-3","9","59",""
"null","
          <p style=""color: #00FF00;"">Your reward: 9 points</p>
        ","null","html-keyboard-response","42","2.1.0","305290","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div class=""fixation"" style=""font-size: 60px;"">+</div>","null","html-keyboard-response","43","2.1.0","306293","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-1","","","rdk","44","2.0.0","308296","black","0","B_H_vs_W_L_rep10","false","ALL_KEYS","[""a""]","2000","[]","false","2","[100,100]","1","[179,246]","1","0","2","1","-1","1","300","300","[""black"",""white""]","circle","#AAA","3","2","2","16.891666666666666","[13,16,18,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,16,17,17,17,16,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,16,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,16,18,17]","120","735","461.5","true","15","15","#111","1","true","2","transparent","1470","923","179","246","","","","","",""
"2040","
        <div class=""response-container"">
          <div class=""response-instruction"">
            <p>rotate the bar by using the left and right arrow keys.</p>
            <p>when you are determined, press the Enter key.</p>
          </div>
          <div class=""response-circle"">
            <div class=""response-fixation""></div>
            <div id=""bar"" class=""rotating-bar""></div>
          </div>
        </div>
      ","Enter","html-keyboard-response","45","2.1.0","310338","black","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","179","","303","147","-32","2","59",""
"null","
          <p style=""color: #FF3333;"">Your reward: 2 points</p>
        ","null","html-keyboard-response","46","2.1.0","312340","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div class=""fixation"" style=""font-size: 60px;"">+</div>","null","html-keyboard-response","47","2.1.0","313342","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-1","","","rdk","48","2.0.0","315345","black","0","B_H_vs_W_L_rep2","false","ALL_KEYS","[""a""]","2000","[]","false","2","[100,100]","1","[186,243]","1","0","2","1","-1","1","300","300","[""black"",""white""]","circle","#AAA","3","2","2","16.841666666666665","[12,17,17,17,17,17,17,17,17,17,17,17,16,18,17,17,17,16,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,16,17,16,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,16,17,17,16,17,16,17,17,17,16,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,16,17,17,17,17,16,17,17,17,17,17,16,17,17,17,17,17]","120","735","461.5","true","15","15","#111","1","true","2","transparent","1470","923","186","243","","","","","",""
"2743","
        <div class=""response-container"">
          <div class=""response-instruction"">
            <p>rotate the bar by using the left and right arrow keys.</p>
            <p>when you are determined, press the Enter key.</p>
          </div>
          <div class=""response-circle"">
            <div class=""response-fixation""></div>
            <div id=""bar"" class=""rotating-bar""></div>
          </div>
        </div>
      ","Enter","html-keyboard-response","49","2.1.0","318090","black","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","186","","-53","143","-43","0","59",""
"null","
          <p style=""color: #FF3333;"">Your reward: 0 points</p>
        ","null","html-keyboard-response","50","2.1.0","320092","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div class=""fixation"" style=""font-size: 60px;"">+</div>","null","html-keyboard-response","51","2.1.0","321095","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-1","","","rdk","52","2.0.0","323099","white","1","W_H_vs_B_L_rep14","false","ALL_KEYS","[""a""]","2000","[]","false","2","[100,100]","1","[6,86]","1","0","2","1","-1","1","300","300","[""black"",""white""]","circle","#AAA","3","2","2","16.875","[10,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,16,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,16,18,17,16,18,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17]","120","735","461.5","true","15","15","#111","1","true","2","transparent","1470","923","86","6","","","","","",""
"2648","
        <div class=""response-container"">
          <div class=""response-instruction"">
            <p>rotate the bar by using the left and right arrow keys.</p>
            <p>when you are determined, press the Enter key.</p>
          </div>
          <div class=""response-circle"">
            <div class=""response-fixation""></div>
            <div id=""bar"" class=""rotating-bar""></div>
          </div>
        </div>
      ","Enter","html-keyboard-response","53","2.1.0","325748","white","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86","","346","104","18","6","59",""
"null","
          <p style=""color: #00FF00;"">Your reward: 6 points</p>
        ","null","html-keyboard-response","54","2.1.0","327751","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div class=""fixation"" style=""font-size: 60px;"">+</div>","null","html-keyboard-response","55","2.1.0","328754","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-1","","","rdk","56","2.0.0","330757","white","0","W_H_vs_B_L_rep6","false","ALL_KEYS","[""a""]","2000","[]","false","2","[100,100]","1","[54,1]","1","0","2","1","-1","1","300","300","[""white"",""black""]","circle","#AAA","3","2","2","16.92436974789916","[19,16,17,17,17,17,17,17,17,17,16,18,17,17,17,17,17,17,17,17,17,16,17,16,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,16,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16]","119","735","461.5","true","15","15","#111","1","true","2","transparent","1470","923","54","1","","","","","",""
"5202","
        <div class=""response-container"">
          <div class=""response-instruction"">
            <p>rotate the bar by using the left and right arrow keys.</p>
            <p>when you are determined, press the Enter key.</p>
          </div>
          <div class=""response-circle"">
            <div class=""response-fixation""></div>
            <div id=""bar"" class=""rotating-bar""></div>
          </div>
        </div>
      ","Enter","html-keyboard-response","57","2.1.0","335961","white","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54","","91","359","-2","0","59",""
"null","
          <p style=""color: #FF3333;"">Your reward: 0 points</p>
        ","null","html-keyboard-response","58","2.1.0","337963","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div class=""fixation"" style=""font-size: 60px;"">+</div>","null","html-keyboard-response","59","2.1.0","338965","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-1","","","rdk","60","2.0.0","340969","black","0","B_H_vs_W_L_rep8","false","ALL_KEYS","[""a""]","2000","[]","false","2","[100,100]","1","[182,240]","1","0","2","1","-1","1","300","300","[""black"",""white""]","circle","#AAA","3","2","2","16.974789915966387","[24,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,16,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,16,18,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,16,18,17,16,17,17,17,17,17,17,17,16,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17]","119","735","461.5","true","15","15","#111","1","true","2","transparent","1470","923","182","240","","","","","",""
